label_no,genus,species,sex,year,month,day,country,county,city_town_village,specific_location,HW_mm,intertegular_distance_mm,FW_length_mm,tibia_length_mm,family,ecology,Source,interocular_distance_mm
IGproject0510,Andrena,chrysosceles,female,1901,5,6,England,Kent,Faversham,,2.545,1.431,7.474,2.026,Andrenidae,excavator,OUMNH,
IGproject0511,Andrena,chrysosceles,female,1900,,,England,Kent,Faversham,Huntingfield,2.888,1.692,7.808,2.28,Andrenidae,excavator,OUMNH,
IGproject0512,Andrena,chrysosceles,female,1901,6,2,England,Kent,Faversham,Huntingfield,2.852,1.671,7.713,2.133,Andrenidae,excavator,OUMNH,
IGproject0513,Hylaeus,communis,female,1948,7,17,England,Dorset,Witchampton,,1.69,1.35,5.013,1.048,Colletidae,cavity nester,OUMNH,
IGproject0514,Hylaeus,communis,female,1952,8,22,England,Devon,Dawlish Warren,,1.616,1.19,4.419,0.965,Colletidae,cavity nester,OUMNH,
IGproject0515,Hylaeus,communis,female,1953,8,6,England,Devon,Bovey Tracey,Chudleigh Knighton Heath,1.597,1.223,4.682,1.001,Colletidae,cavity nester,OUMNH,
IGproject0516,Hylaeus,communis,female,1953,8,6,England,Devon,Bovey Tracey,Chudleigh Knighton Heath,1.69,1.356,5.126,1.07,Colletidae,cavity nester,OUMNH,
IGproject0517,Hylaeus,communis,female,1949,7,7,England,Devon,Bideford,,1.696,1.32,5.272,1.133,Colletidae,cavity nester,OUMNH,
IGproject0518,Hylaeus,communis,male,1949,6,18,England,Devon,Ottery Saint Mary,,1.491,1.071,4.291,0.978,Colletidae,cavity nester,OUMNH,
IGproject0519,Hylaeus,communis,male,1952,7,21,England,Devon,Kenton,,1.598,1.202,4.529,1.015,Colletidae,cavity nester,OUMNH,
IGproject0520,Hylaeus,communis,female,1962,8,18,England,Dorset,Morden,,1.469,1.139,4.425,0.961,Colletidae,cavity nester,OUMNH,
IGproject0521,Hylaeus,communis,female,1971,7,11,England,Cornwall,Morwenstow,,1.525,1.145,4.51,0.955,Colletidae,cavity nester,OUMNH,
IGproject0522,Hylaeus,communis,male,1940,6,19,England,Dorset,Weymouth,,1.402,0.998,4.054,0.907,Colletidae,cavity nester,OUMNH,
IGproject0523,Hylaeus,communis,male,1928,6,13,England,Dorset,Weymouth,Cranford Ave,1.409,1.044,4.241,0.927,Colletidae,cavity nester,OUMNH,
IGproject0524,Hylaeus,communis,male,1970,6,21,England,Oxfordshire,Oxford,Holywell Road,1.378,1.008,4.005,0.874,Colletidae,cavity nester,OUMNH,
IGproject0525,Hylaeus,communis,male,1968,6,23,England,Devon,Paignton,,1.539,1.167,4.336,0.936,Colletidae,cavity nester,OUMNH,
IGproject0526,Hylaeus,communis,female,1977,9,3,England,Devon,Kelly,,1.661,1.26,4.765,1.03,Colletidae,cavity nester,OUMNH,
IGproject0527,Hylaeus,communis,female,1981,8,2,England,Devon,Chudleigh,,1.569,1.202,4.659,1.009,Colletidae,cavity nester,OUMNH,
IGproject0528,Hylaeus,communis,male,1973,7,9,England,Devon,Meavy,,1.462,1.122,4.317,0.905,Colletidae,cavity nester,OUMNH,
IGproject0529,Hylaeus,communis,female,1962,7,23,England,Devon,Wembury,,1.6,1.244,4.802,1.042,Colletidae,cavity nester,OUMNH,
IGproject0530,Hylaeus,communis,male,1940,6,19,England,Dorset,Weymouth,,1.358,0.948,3.764,0.857,Colletidae,cavity nester,OUMNH,
IGproject0531,Hylaeus,communis,female,1937,7,25,England,Dorset,Bexington,,1.666,1.263,5.008,1.046,Colletidae,cavity nester,OUMNH,
IGproject0532,Hylaeus,communis,female,1939,8,13,England,Dorset,Morden,,1.537,1.221,4.673,1.036,Colletidae,cavity nester,OUMNH,
IGproject0533,Hylaeus,communis,female,1935,8,9,England,Devon,Braunton,Braunton Burrows,1.629,1.264,4.89,1.075,Colletidae,cavity nester,OUMNH,
IGproject0534,Hylaeus,communis,female,1935,7,16,England,Devon,Plymouth,Elfordleigh,1.614,1.285,4.789,1.053,Colletidae,cavity nester,OUMNH,
IGproject0535,Hylaeus,communis,female,1938,8,12,England,Dorset,Chamouth,Charmouth Cliffs,1.613,1.259,4.712,1.024,Colletidae,cavity nester,OUMNH,
IGproject0536,Hylaeus,communis,female,1935,7,16,England,Devon,Plymouth,Elfordleigh,1.608,1.206,4.662,0.995,Colletidae,cavity nester,OUMNH,
IGproject0537,Hylaeus,communis,female,1935,8,9,England,Devon,Braunton,Braunton Burrows,1.635,1.268,4.88,1.052,Colletidae,cavity nester,OUMNH,
IGproject0538,Hylaeus,communis,female,1935,8,9,England,Devon,Braunton,Braunton Burrows,1.729,1.371,5.059,1.147,Colletidae,cavity nester,OUMNH,
IGproject0539,Hylaeus,communis,female,1939,7,23,England,Dorset,Weymouth,Two Mile Coppice,1.525,1.131,4.403,0.986,Colletidae,cavity nester,OUMNH,
IGproject0540,Hylaeus,communis,female,1988,8,6,England,Wiltshire,Swindon,,1.528,1.164,4.532,0.973,Colletidae,cavity nester,OUMNH,
IGproject0541,Hylaeus,communis,female,1984,6,24,England,Kent,Farningham,Farningham Woods,1.471,1.114,4.332,0.961,Colletidae,cavity nester,OUMNH,
IGproject0542,Hylaeus,communis,female,1984,8,14,England,Greater London,London,Lesnes Abbey Woods,1.716,1.423,5.057,1.146,Colletidae,cavity nester,OUMNH,
IGproject0543,Nomada,goodeniana,male,1900,4,24,England,Essex,Theydon Bois,,2.593,1.568,8.153,2.22,Apidae,kleptoparasite,OUMNH,
IGproject0544,Nomada,goodeniana,male,1903,5,18,Wales,Gwynedd,Criccieth,,2.673,1.673,8.172,2.262,Apidae,kleptoparasite,OUMNH,
IGproject0545,Nomada,goodeniana,male,1900,5,6,England,Essex,Theydon Bois,,2.441,1.559,7.665,2.143,Apidae,kleptoparasite,OUMNH,
IGproject0546,Nomada,goodeniana,male,1903,7,20,England,Dorset,Lyme Regis,,2.649,1.703,8.201,2.313,Apidae,kleptoparasite,OUMNH,
IGproject0547,Nomada,goodeniana,male,1950,5,12,England,Devon,Woodbury,,2.492,1.535,7.668,2.279,Apidae,kleptoparasite,OUMNH,
IGproject0548,Nomada,goodeniana,female,1949,4,24,England,Devon,Exeter,,3.108,2.085,9.593,2.786,Apidae,kleptoparasite,OUMNH,
IGproject0549,Nomada,goodeniana,female,1953,5,8,England,Devon,Chudleigh,,2.77,1.68,8.42,2.376,Apidae,kleptoparasite,OUMNH,
IGproject0550,Nomada,goodeniana,male,1950,5,13,England,Devon,Dartmoor,Mardon Down,2.734,1.679,8.362,2.315,Apidae,kleptoparasite,OUMNH,
IGproject0551,Nomada,goodeniana,male,1900,5,16,England,Essex,Theydon Bois,,3.053,2.198,9.636,2.666,Apidae,kleptoparasite,OUMNH,
IGproject0552,Nomada,goodeniana,male,1900,4,26,England,East Sussex,Polegate,,2.664,1.73,8.214,2.253,Apidae,kleptoparasite,OUMNH,
IGproject0553,Nomada,goodeniana,female,1903,5,18,Wales,Gwynedd,Criccieth,,3.094,1.948,9.252,2.564,Apidae,kleptoparasite,OUMNH,
IGproject0554,Nomada,goodeniana,female,1898,5,22,England,Surrey,Godstone,,3.206,2.12,9.706,2.772,Apidae,kleptoparasite,OUMNH,
IGproject0555,Nomada,goodeniana,male,1900,5,16,England,Essex,Theydon Bois,,3.019,1.966,9.067,2.565,Apidae,kleptoparasite,OUMNH,
IGproject0556,Nomada,goodeniana,female,1961,4,5,England,Bristol,Bristol,Westbury on Trym,3.075,2.069,9.262,2.76,Apidae,kleptoparasite,OUMNH,
IGproject0557,Nomada,goodeniana,male,1911,5,13,England,Oxfordshire,Enslow,,2.946,1.94,9.09,2.377,Apidae,kleptoparasite,OUMNH,
IGproject0558,Nomada,goodeniana,female,1912,5,20,England,Oxfordshire,Wolvercote,,3.075,2.123,9.55,2.82,Apidae,kleptoparasite,OUMNH,
IGproject0559,Nomada,goodeniana,female,1922,8,17,England,Oxfordshire,Tubney,,3.149,2.139,8.972,2.625,Apidae,kleptoparasite,OUMNH,
IGproject0560,Nomada,goodeniana,male,1932,5,1,England,Oxfordshire,Wolvercote,,2.8,1.818,9.078,2.385,Apidae,kleptoparasite,OUMNH,
IGproject0561,Nomada,goodeniana,male,1930,5,4,England,Oxfordshire,Yarnton,,2.544,1.648,8.045,2.074,Apidae,kleptoparasite,OUMNH,
IGproject0562,Nomada,goodeniana,female,1926,5,21,England,Oxfordshire,Yarnton,,2.905,1.957,9.046,2.686,Apidae,kleptoparasite,OUMNH,
IGproject0563,Nomada,goodeniana,male,1922,8,14,England,Oxfordshire,Tubney,,2.904,1.779,8.473,2.471,Apidae,kleptoparasite,OUMNH,
IGproject0564,Nomada,goodeniana,female,1926,4,18,England,Oxfordshire,Tubney,,2.656,1.686,8.078,2.26,Apidae,kleptoparasite,OUMNH,
IGproject0565,Nomada,goodeniana,female,1927,5,25,England,Oxfordshire,Yarnton,,2.856,1.927,9.057,2.686,Apidae,kleptoparasite,OUMNH,
IGproject0566,Nomada,goodeniana,female,1936,6,8,England,Oxfordshire,Oxford,Wytham,3.064,2.21,9.647,2.829,Apidae,kleptoparasite,OUMNH,
IGproject0567,Nomada,goodeniana,male,1930,5,4,England,Oxfordshire,Yarnton,,3.017,2.067,9.268,2.383,Apidae,kleptoparasite,OUMNH,
IGproject0568,Nomada,goodeniana,female,1910,5,22,England,Oxfordshire,Enslow,,2.908,2.047,8.965,2.584,Apidae,kleptoparasite,OUMNH,
IGproject0569,Nomada,goodeniana,female,1926,6,6,England,Oxfordshire,Oxford,Waterperry Wood,2.776,1.909,8.539,2.513,Apidae,kleptoparasite,OUMNH,
IGproject0570,Nomada,goodeniana,male,1930,4,,England,Oxfordshire,Yarnton,,2.94,2.095,9.329,2.567,Apidae,kleptoparasite,OUMNH,
IGproject0571,Nomada,goodeniana,female,1926,4,18,England,Oxfordshire,Tubney,,2.899,1.885,8.753,2.464,Apidae,kleptoparasite,OUMNH,
IGproject0572,Nomada,goodeniana,female,1983,6,22,England,Oxfordshire,Ardley,,3.105,2.089,9.685,2.8,Apidae,kleptoparasite,OUMNH,
IGproject0573,Nomada,goodeniana,male,1997,5,13,England,Kent,Westwood,,2.777,1.81,8.721,2.375,Apidae,kleptoparasite,OUMNH,
IGproject0574,Nomada,goodeniana,female,1949,5,29,England,Devon,Exeter,,2.999,1.915,8.594,2.603,Apidae,kleptoparasite,OUMNH,
IGproject0575,Nomada,goodeniana,male,1929,5,19,England,Cambridgeshire,Wicken,,2.731,1.767,8.544,2.444,Apidae,kleptoparasite,OUMNH,
IGproject0576,Nomada,goodeniana,male,1918,4,27,England,Devon,Paignton,,2.505,1.609,7.672,2.194,Apidae,kleptoparasite,OUMNH,
IGproject0577,Nomada,goodeniana,male,1918,4,,England,Oxfordshire,Oxford,,2.839,2.063,8.945,2.549,Apidae,kleptoparasite,OUMNH,
IGproject0578,Nomada,goodeniana,male,1914,4,4,England,Devon,Dawlish Warren,,2.567,1.731,8.044,2.193,Apidae,kleptoparasite,OUMNH,
IGproject0579,Nomada,goodeniana,male,1930,7,17,England,Devon,Sidmouth,,2.665,1.906,7.941,2.235,Apidae,kleptoparasite,OUMNH,
IGproject0580,Nomada,goodeniana,male,1918,4,27,England,Devon,Paignton,,2.464,1.553,7.69,2.123,Apidae,kleptoparasite,OUMNH,
IGproject0581,Colletes,succintus,female,1927,8,15,England,Dorset,Warmwell,Warmwell Heath,3.268,2.661,8.2,2.117,Colletidae,excavator,OUMNH,
IGproject0582,Colletes,succintus,male,1928,8,31,England,Cornwall,Lizard,,2.967,2.009,7.219,1.813,Colletidae,excavator,OUMNH,
IGproject0583,Colletes,succintus,male,1961,8,6,Wales,Gwynedd,Criccieth,,3.106,2.516,7.483,1.942,Colletidae,excavator,OUMNH,
IGproject0584,Colletes,succintus,male,1989,6,16,England,Cornwall,,Holywell Beach,2.836,1.849,5.866,1.651,Colletidae,excavator,OUMNH,
IGproject0585,Colletes,succintus,male,1934,8,17,England,Dorset,Swanage,South Haven Point,2.848,1.923,6.356,1.809,Colletidae,excavator,OUMNH,
IGproject0586,Colletes,succintus,male,1971,8,20,England,Devon,South Brent,Shipley Bridge,3.197,2.564,7.62,1.997,Colletidae,excavator,OUMNH,
IGproject0587,Colletes,succintus,female,1975,7,30,England,Devon,Throwleigh,Shilstone Tor,3.491,2.804,8.744,2.288,Colletidae,excavator,OUMNH,
IGproject0588,Colletes,succintus,female,1972,9,20,England,Devon,Belstone,,3.625,3.038,8.971,2.363,Colletidae,excavator,OUMNH,
IGproject0589,Colletes,succintus,male,1934,8,17,England,Dorset,Swanage,South Haven Point,3.393,2.556,7.866,2.062,Colletidae,excavator,OUMNH,
IGproject0590,Colletes,succintus,female,1934,9,8,England,Dorset,Swanage,South Haven Point,3.236,2.526,7.77,2.16,Colletidae,excavator,OUMNH,
IGproject0591,Colletes,succintus,male,1907,8,28,England,Dorset,Bournemouth,,3.139,2.401,7.593,2.023,Colletidae,excavator,OUMNH,
IGproject0592,Colletes,succintus,female,1914,8,10,England,Devon,Bovey Tracey,,3.368,2.76,8.734,2.249,Colletidae,excavator,OUMNH,
IGproject0593,Colletes,succintus,female,1919,8,,England,Devon,Dartmoor,,3.492,2.814,8.67,2.29,Colletidae,excavator,OUMNH,
IGproject0594,Colletes,succintus,female,1917,8,9,England,Cumbria,Port Carlisle,,3.508,2.898,8.802,2.484,Colletidae,excavator,OUMNH,
IGproject0595,Colletes,succintus,male,1917,8,9,England,Cumbria,Port Carlisle,,3.072,2.272,7.274,2.023,Colletidae,excavator,OUMNH,
IGproject0596,Colletes,succintus,male,1900,7,31,England,Surrey,Oxshott,,2.892,2.143,6.829,1.746,Colletidae,excavator,OUMNH,
IGproject0597,Colletes,succintus,female,1934,9,8,England,Dorset,Swanage,South Haven Point,3.178,2.541,7.77,2.119,Colletidae,excavator,OUMNH,
IGproject0598,Colletes,succintus,female,1914,8,10,England,Devon,Bovey Tracey,,3.134,2.394,7.784,2.084,Colletidae,excavator,OUMNH,
IGproject0599,Colletes,succintus,female,1939,8,15,England,Devon,Meavy,,3.315,2.576,8.234,2.263,Colletidae,excavator,OUMNH,
IGproject0600,Colletes,succintus,female,1968,9,2,England,Devon,Mary Tavy,,3.412,2.729,8.275,2.318,Colletidae,excavator,OUMNH,
IGproject0601,Colletes,succintus,male,1937,8,2,England,Dorset,Swanage,South Haven Point,3.095,2.345,7.06,1.966,Colletidae,excavator,OUMNH,
IGproject0602,Colletes,succintus,male,1937,8,2,England,Dorset,Swanage,South Haven Point,3.117,2.36,7.359,1.964,Colletidae,excavator,OUMNH,
IGproject0603,Colletes,succintus,male,1981,8,11,England,Devon,Dartmoor,Burrator Reservoir,2.954,2.337,6.644,1.806,Colletidae,excavator,OUMNH,
IGproject0604,Colletes,succintus,male,1935,8,31,England,Dorset,Swanage,South Haven Point,2.925,1.996,6.767,1.823,Colletidae,excavator,OUMNH,
IGproject0605,Colletes,succintus,male,1933,7,24,England,Dorset,Swanage,South Haven Point,3.051,2.218,7.201,1.918,Colletidae,excavator,OUMNH,
IGproject0606,Colletes,succintus,female,1936,8,31,England,Dorset,Warmwell,Warmwell Heath,3.186,2.554,8.083,2.139,Colletidae,excavator,OUMNH,
IGproject0607,Colletes,succintus,male,1928,8,31,England,Cornwall,Lizard,,3.122,2.429,7.4,1.939,Colletidae,excavator,OUMNH,
IGproject0608,Colletes,succintus,female,1988,7,20,Wales,Pembrokeshire,Stackpole,,3.407,2.337,7.018,2.102,Colletidae,excavator,OUMNH,
IGproject0609,Colletes,succintus,female,1926,8,,England,Dorset,Warmwell,Warmwell Heath,3.133,2.453,7.786,2.085,Colletidae,excavator,OUMNH,
IGproject0610,Colletes,succintus,male,1962,8,20,England,Norfolk,Thetford,Ringmere,3.025,2.4,7.312,1.945,Colletidae,excavator,OUMNH,
IGproject0611,Colletes,succintus,male,1979,8,28,England,Devon,Lydford,,3.163,2.48,7.38,1.925,Colletidae,excavator,OUMNH,
IGproject0612,Colletes,succintus,male,1935,7,27,England,Dorset,Swanage,South Haven Point,2.901,2.159,6.905,1.847,Colletidae,excavator,OUMNH,
IGproject0613,Colletes,succintus,male,1927,8,17,England,Dorset,Moreton,,3.09,2.324,6.997,1.879,Colletidae,excavator,OUMNH,
IGproject0614,Colletes,succintus,male,1927,8,17,England,Dorset,Moreton,,2.951,2.172,6.691,1.738,Colletidae,excavator,OUMNH,
IGproject0615,Colletes,succintus,female,1920,7,,England,Devon,Chudleigh,,3.467,2.803,9.111,2.446,Colletidae,excavator,OUMNH,
IGproject0616,Colletes,succintus,female,1973,9,17,Wales,Pembrokeshire,St David's,St David's Head,3.587,2.927,9.119,2.479,Colletidae,excavator,OUMNH,
IGproject0617,Colletes,succintus,male,1953,8,10,England,Devon,Dawlish Warren,,2.94,2.13,6.946,1.826,Colletidae,excavator,OUMNH,
IGproject0618,Colletes,succintus,male,1977,8,13,England,Suffolk,Lakenheath,,2.954,2.228,6.674,1.77,Colletidae,excavator,OUMNH,
IGproject0619,Colletes,succintus,male,1953,8,10,England,Devon,Dawlish Warren,,3.002,2.129,7.072,1.913,Colletidae,excavator,OUMNH,
IGproject0620,Colletes,succintus,female,1917,9,22,England,Oxfordshire,Tubney,,3.337,2.548,8.145,2.197,Colletidae,excavator,OUMNH,
IGproject0621,Colletes,succintus,male,1945,9,7,England,Devon,Lydford,,3.038,2.378,7.246,1.908,Colletidae,excavator,OUMNH,
IGproject0622,Colletes,succintus,female,1927,8,,England,Devon,Bovey Tracey,,3.411,2.797,8.436,2.168,Colletidae,excavator,OUMNH,
IGproject0623,Colletes,succintus,male,2001,7,26,England,Oxfordshire,Oxford,Shotover,2.839,2.004,6.693,1.769,Colletidae,excavator,OUMNH,
IGproject0624,Colletes,succintus,male,2007,9,6,England,Surrey,Frensham,,2.988,2.131,7.044,1.853,Colletidae,excavator,OUMNH,
IGproject0625,Colletes,succintus,male,1989,7,11,England,Cornwall,Crackington Haven,,2.957,2.118,6.724,1.837,Colletidae,excavator,OUMNH,
IGproject0626,Colletes,succintus,female,2006,8,17,England,Surrey,,Witley and Milford Commons,3.377,2.306,8.284,2.244,Colletidae,excavator,OUMNH,
IGproject0627,Colletes,succintus,male,1906,8,13,England,Suffolk,,Tuddenham Fen,3.026,2.195,7.028,1.846,Colletidae,excavator,OUMNH,
IGproject0628,Hylaeus,hyalinatus,female,1937,7,25,England,Dorset,Bexington,,1.706,1.286,4.642,1.137,Colletidae,cavity nester,OUMNH,
IGproject0629,Hylaeus,hyalinatus,female,1939,5,21,England,Dorset,Swanage,South Haven Point,1.487,1.108,4.072,0.965,Colletidae,cavity nester,OUMNH,
IGproject0630,Hylaeus,hyalinatus,female,1941,8,10,England,Dorset,Weymouth,Radipole Lake,1.659,1.29,4.42,1.076,Colletidae,cavity nester,OUMNH,
IGproject0631,Hylaeus,hyalinatus,female,1937,8,2,England,Dorset,Swanage,South Haven Point,1.518,1.176,4.196,1.013,Colletidae,cavity nester,OUMNH,
IGproject0632,Hylaeus,hyalinatus,male,1939,7,19,England,Cornwall,Looe,West Looe,1.513,1.109,3.926,0.957,Colletidae,cavity nester,OUMNH,
IGproject0633,Hylaeus,hyalinatus,male,1934,6,13,England,Dorset,Swanage,South Haven Point,1.511,1.147,3.914,0.94,Colletidae,cavity nester,OUMNH,
IGproject0634,Hylaeus,hyalinatus,female,1946,7,9,England,Devon,Plymouth,,1.732,1.384,4.786,1.153,Colletidae,cavity nester,OUMNH,
IGproject0635,Hylaeus,hyalinatus,female,1939,7,30,England,Cornwall,St Blazey,,1.694,1.277,4.606,1.103,Colletidae,cavity nester,OUMNH,
IGproject0636,Hylaeus,hyalinatus,male,1984,8,7,England,Greater London,Woolwich,Spray Street,1.427,0.993,3.648,0.898,Colletidae,cavity nester,OUMNH,
IGproject0637,Hylaeus,hyalinatus,male,1937,7,25,England,Dorset,Abbotsbury,Abbotsbury Hillfort,1.625,1.237,4.164,1.072,Colletidae,cavity nester,OUMNH,
IGproject0638,Hylaeus,hyalinatus,male,1964,7,10,England,Cornwall,Tintagel,,1.644,1.286,4.389,1.034,Colletidae,cavity nester,OUMNH,
IGproject0639,Hylaeus,hyalinatus,male,1971,6,22,England,Devon,Wembury,,1.419,0.958,3.649,0.896,Colletidae,cavity nester,OUMNH,
IGproject0640,Hylaeus,hyalinatus,female,1959,7,5,England,Somerset,Minehead,,1.709,1.322,4.76,1.116,Colletidae,cavity nester,OUMNH,
IGproject0641,Hylaeus,hyalinatus,female,1939,7,9,England,Cornwall,Rame,,1.533,1.169,4.152,1.012,Colletidae,cavity nester,OUMNH,
IGproject0642,Hylaeus,hyalinatus,female,1939,7,9,England,Cornwall,Rame,,1.594,1.201,4.404,1.045,Colletidae,cavity nester,OUMNH,
IGproject0643,Hylaeus,hyalinatus,male,1939,5,27,England,Cornwall,Rame,,1.491,1.067,3.868,0.963,Colletidae,cavity nester,OUMNH,
IGproject0644,Hylaeus,hyalinatus,male,1939,7,19,England,Cornwall,Looe,,1.582,1.139,3.997,1.008,Colletidae,cavity nester,OUMNH,
IGproject0645,Hylaeus,hyalinatus,male,1904,6,24,England,Kent,Walmer,,1.515,1.154,4.019,1.004,Colletidae,cavity nester,OUMNH,
IGproject0646,Hylaeus,hyalinatus,male,1904,6,24,England,Kent,Walmer,,1.616,1.218,4.125,1.01,Colletidae,cavity nester,OUMNH,
IGproject0647,Hylaeus,hyalinatus,male,1900,7,3,England,Oxfordshire,Oxford,,1.587,1.148,4.258,1.013,Colletidae,cavity nester,OUMNH,
IGproject0648,Hylaeus,hyalinatus,male,1904,6,11,England,Kent,Charing,,1.542,1.188,4.726,1.06,Colletidae,cavity nester,OUMNH,
IGproject0649,Hylaeus,hyalinatus,female,1906,7,29,England,Sussex,Pevensey,,1.654,1.285,4.304,1.064,Colletidae,cavity nester,OUMNH,
IGproject0650,Hylaeus,hyalinatus,female,1906,7,29,England,Sussex,Pevensey,,1.613,1.238,4.062,1.008,Colletidae,cavity nester,OUMNH,
IGproject0651,Hylaeus,hyalinatus,female,1901,7,27,England,Kent,Faversham,,1.612,1.26,4.357,1.066,Colletidae,cavity nester,OUMNH,
IGproject0652,Hylaeus,hyalinatus,female,1900,8,13,England,Kent,Faversham,Huntingfield,1.667,1.31,4.428,1.137,Colletidae,cavity nester,OUMNH,
IGproject0653,Hylaeus,hyalinatus,female,1906,8,14,England,Wiltshire,Chippenham,,1.825,1.287,5.538,1.218,Colletidae,cavity nester,OUMNH,
IGproject0654,Hylaeus,hyalinatus,male,1905,7,27,England,Dorset,Lyme Regis,,1.661,1.258,4.02,1.042,Colletidae,cavity nester,OUMNH,
IGproject0655,Hylaeus,hyalinatus,male,1904,7,9,England,Kent,Walmer,,1.531,1.1,3.918,1.012,Colletidae,cavity nester,OUMNH,
IGproject0656,Hylaeus,hyalinatus,male,1904,7,9,England,Kent,Walmer,,1.516,1.036,3.76,0.924,Colletidae,cavity nester,OUMNH,
IGproject0657,Hylaeus,hyalinatus,male,1910,6,18,England,Devon,Budleigh Salterton,,1.574,1.205,4.198,0.983,Colletidae,cavity nester,OUMNH,
IGproject0658,Hylaeus,hyalinatus,male,1910,6,19,England,Devon,Budleigh Salterton,,1.642,1.217,4.342,1.055,Colletidae,cavity nester,OUMNH,
IGproject0659,Hylaeus,hyalinatus,male,1910,6,3,England,Devon,Budleigh Salterton,,1.609,1.218,4.326,1.026,Colletidae,cavity nester,OUMNH,
IGproject0660,Hylaeus,hyalinatus,male,1910,6,3,England,Devon,Budleigh Salterton,,1.49,1.117,4.014,0.957,Colletidae,cavity nester,OUMNH,
IGproject0661,Hylaeus,hyalinatus,male,1910,6,12,England,Devon,Budleigh Salterton,,1.609,1.153,4.198,1.061,Colletidae,cavity nester,OUMNH,
IGproject0662,Hylaeus,hyalinatus,female,1908,8,12,England,East Sussex,Polegate,,1.712,1.292,4.578,1.125,Colletidae,cavity nester,OUMNH,
IGproject0663,Hylaeus,hyalinatus,male,1910,6,14,England,Devon,Budleigh Salterton,,1.724,1.269,4.622,1.124,Colletidae,cavity nester,OUMNH,
IGproject0664,Hylaeus,hyalinatus,male,1954,6,14,England,Devon,Torquay,123 Abbey Road,1.604,1.198,4.246,1.003,Colletidae,cavity nester,OUMNH,
IGproject0665,Hylaeus,hyalinatus,male,1908,6,14,England,Greater Manchester,Sale,,1.473,1.042,3.916,0.92,Colletidae,cavity nester,OUMNH,
IGproject0666,Hylaeus,hyalinatus,female,1910,6,12,England,Devon,Budleigh Salterton,,1.54,1.165,4.344,0.984,Colletidae,cavity nester,OUMNH,
IGproject0667,Hylaeus,hyalinatus,female,1906,8,20,England,Merseyside,Wallasey,,1.639,1.239,4.516,1.056,Colletidae,cavity nester,OUMNH,
IGproject0668,Sphecodes,geoffrellus,male,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.443,0.976,3.816,0.927,Halictidae,kleptoparasite,OUMNH,
